,src_text,target_text
837,"Story: Mike is a cop who got shot in the leg.He had never gotten shot before, it made him think about life.He didn't know if he would go back to work.He saw the crime on the news that night.
Choose a right ending of the Story: 1) Mike laughed hysterically. 2) And he decided that it was his calling to fight crime.",2
838,"Story: Tracy never believed in marriage.Doug taught Tracy how to feel love again.Doug and Tracy made a commitment to each other.Doug broke his wedding vows to Tracy.
Choose a right ending of the Story: 1) Tracy was happy with Doug. 2) Tracy's apprehensions about marriage were confirmed.",2
839,"Story: Joseph was at the library.He wanted a new book but had no idea what to get.With so many choices, he felt overwhelmed.He decided on a new method of choosing a book.
Choose a right ending of the Story: 1) He closed his eyes and picked one. 2) Joseph went downstairs and got an ice cream.",1
840,"Story: Neil loved Dublin!He thought the Irish capital was lively and friendly.But his favorite place was Trinity College.He saw the ancient Book of Kells on display there.
Choose a right ending of the Story: 1) He enjoyed his stay in the country. 2) Neil was bored of the trip and went home.",1
841,"Story: Last night I got woken up by a call.My friend had a flat tired and was stuck in the middle of the road.I had to go out in the middle of the night to help.It was cold and annoying but I was able to help put the spare on.
Choose a right ending of the Story: 1) The friend was very grateful for the help. 2) Then I took the tire off and left him stranded.",1
842,"Story: Grace came home from work one summer day.She opened the freezer to get ice cubes for a cold drink.But then she found something awful.The power had cut out and all the ice was melted!
Choose a right ending of the Story: 1) Grace was very disappointed. 2) Grace was happy about the ice.",1
843,"Story: Harrison was playing a game of volleyball with friends.He hit the ball over the net and scored a point.However emily, on the opposing team also scored.The game was tied, until Harrison scored the winning point.
Choose a right ending of the Story: 1) Harrison got angry with Emily. 2) Harrison was happy and excited.",2
844,"Story: Sally entered a contest online and won some gift cards.The person in charge of prizes got her address and mailed them out.Sally got them in the mail a few days later.She went online and decided what she'd like to buy.
Choose a right ending of the Story: 1) She found a cool item and then happily bought it. 2) Sally could not buy anything without any money.",1
845,"Story: Fred decides that he would like to start remembering his daily life.He goes to the local store and buys a diary.From that day forward, Fred records everything he does in his diary.Year's later Fred references the diary to see how he spent his time.
Choose a right ending of the Story: 1) Fred didn't like his diary. 2) Fred enjoyed reading stories from his past.",2
846,"Story: Sky went to Turkey with her class.She landed in Istanbul and started sightseeing.All the students loved the architecture.And they thought the food was great too!
Choose a right ending of the Story: 1) Sky wanted to leave as soon as possible. 2) Sky never wanted her trip to end.",2
847,"Story: Joss's family was hosting an exchange student.Joss was afraid she and the new girl would not get along.But when the girl arrived, they liked each other!They soon were shopping and chatting together all the time.
Choose a right ending of the Story: 1) Joss told her mom that the exchange student was mean. 2) Joss considered the exchange student to be like a sister.",2
848,"Story: Joe and Mary invited friends over for dinner.The gathered in the kitchen and prepared pizza.As the pizza cooked, the couples got board games.The played games for hours.
Choose a right ending of the Story: 1) The all decided to never do it again. 2) They all had fun.",2
849,"Story: I love to play baseball but I hate watching baseball.It's fun to play but honestly it's so boring to watch.My dad loves to watch it and I sometimes sit with him and watch.We talk about the old days when we used to play together outside.
Choose a right ending of the Story: 1) I wish he would pass away already. 2) It's nice to relax and reminisce.",2
850,"Story: The upstairs neighbors are always stomping around.Even late at night.They're almost always home.I tried talking to them about it and they said they'd be quieter.
Choose a right ending of the Story: 1) Less than an hour later, they're stomping around again. 2) They were so quiet, I had to call the police.",1
851,"Story: Robbie wanted to buy a new hat.He drove an hour just to get the new hat he wanted.Finally when he got there he got the last one.When he tried it on it fit perfectly.
Choose a right ending of the Story: 1) He wore it everyday. 2) He threw it in the trash.",1
852,"Story: Neil knew what he had to do on his visit to Dublin.He couldn't leave the city without visiting its many pubs!Neil saw dozens of pubs and had dozens of pints.He got very tipsy, but he remembered one thing for sure.
Choose a right ending of the Story: 1) He remembered to invest in gold. 2) He did not drive under the influence.",2
853,"Story: Francisco is jealous of all his friends who go skiing in the winter.He decides he wants to ski too.Francisco works with an instructor to learn how to ski.He practices very hard.
Choose a right ending of the Story: 1) Francisco became a good surfer. 2) Francisco became a good skier.",2
854,"Story: Sai normally hated picture days at school.They were tedious and he never looked as nice as some other kids.To try and help Sai feel better, his mom bought him a new sweater.Sai wore the sweater to picture day and got a lot of compliments.
Choose a right ending of the Story: 1) Sal felt rotten. 2) Sal felt great.",2
855,"Story: Alycia parked her car on the street and headed into town.She joined her friends and they had a great night.It got late, and Alycia's car seemed to not be where she left it.Before long, all ten friends had joined in the car finding adventure.
Choose a right ending of the Story: 1) The friends found Alycia's truck. 2) Surprise they found it on the street she parked it.",2
856,"Story: My mother used to have a pet goat.She took very good care of it.One day, she realized the goat was missing.She asked her mother where it was.
Choose a right ending of the Story: 1) Katie was disappointed when her mother said the back yard. 2) Katie was relieved when her mother said the back yard.",2
857,"Story: The game was tied.The last point made would determine the winner of the match.Eric served the tennis ball to Bill.Bill almost missed the ball, but he managed to hit it.
Choose a right ending of the Story: 1) Eric hit the ball with his baseball bat. 2) Eric couldn't return Bill's hit and lost the match.",2
858,"Story: It was the end of summer, and time for back to school shopping.It was the first year Gina's mom let them come with.She took them to the Marshall's near their home.There were only a few things in their price range.
Choose a right ending of the Story: 1) Gina was very happy with the outfit she picked out. 2) Gina's mother took out a loan to cover the expenses.",1
859,"Story: A squirrel lived in the tree in my mom's yard.She began to feed it peanuts.One day, she noticed there were now lots of squirrels in her tree.She started to feed them all peanuts.
Choose a right ending of the Story: 1) She then scared away the squirrels. 2) The squirrels began to come to her house more often.",2
860,"Story: Gina had detention.It was her first time.She talked with friends outside the room while pretending to be cool.Inside her stomach was turning in knots.
Choose a right ending of the Story: 1) Gina was natural rebel. 2) Gina was worried about her parents finding out.",2
861,"Story: Alicia liked where she lived.One day, her parents told her they were moving.She was very sad.On moving day she said goodbye to her friends.
Choose a right ending of the Story: 1) Then they moved to their new house. 2) Alicia was happy to be leaving her old house.",1
862,"Story: Brian was asked to watch his friends dog.They left a notebook to keep a log.He would update it with the times he went there.Right before he came back he left a message regarding their time.
Choose a right ending of the Story: 1) He was happy that his friends considered him trustworthy. 2) He had to admit he didn't really like their cat very much.",1
863,"Story: Last night I marked baked chicken.When I put in the oven, I walked away.To my dismay I smelled something burnt.I looked in the oven and the chicken was ruined.
Choose a right ending of the Story: 1) I ordered pizza to eat instead. 2) I loved the new raincoat I bought.",1
864,"Story: Laura woke up early to make it to her class on time.She made herself breakfast before she left for school.After breakfast, Laura left her house and got on the bus.When she got to school, she saw a sign that said class cancelled!
Choose a right ending of the Story: 1) Laura felt she had wasted her time. 2) Laura had a good day in class that day.",1
865,"Story: The girls went to a bar.They opened a tab.They had a few drinks.They finally decided to close their tab.
Choose a right ending of the Story: 1) They went home talking about their night. 2) They got into the plane.",1
866,"Story: Last week I had to give a big speech.I never prepared and only new the very basics.I figured i would just go in and fake it.I used big words and tried to sound smart.
Choose a right ending of the Story: 1) It worked and the speech was received well. 2) I stopped talking and went home.",1
867,"Story: There Was this amazing Italian place down the street from Alice.She used to go there almost every week.She loves the pastas that they serve there.One day she tried to go there and found out they closed down.
Choose a right ending of the Story: 1) Alice was upset she had to settle for Chinese food. 2) She invited all her friends to join her at that restaurant.",1
868,"Story: I ran out of noodles.I got in my car and rushed to the store.I purchased my favorite brand of noodles.I hurried home.
Choose a right ending of the Story: 1) I cooked the noodles. 2) I threw the noodles in the trash.",1
869,"Story: Pete had to meet with his realtor.He was soon to buy a house.Pete could not find the contract given to him by his realtor.He looked all over his home.
Choose a right ending of the Story: 1) He finally found it in the garage. 2) Pete decided it would be a great time to take a trip to Vegas.",1
870,"Story: Fred loved the amusement park but he never rode a roller coaster.His friends teased him that he was afraid of heights.One day at the amusement park he decided to face his fears.Fred rode the fastest and scariest roller coaster at the park!
Choose a right ending of the Story: 1) He decided to go home and cry. 2) He was so happy that he did and loved the park even more.",2
871,"Story: Wendy bought some bath oil online.She misread the directions and applied it all over her body.To her horror, her skin had turned pink.She complained to the company promptly.
Choose a right ending of the Story: 1) Wendy happily bought more of the bath oil. 2) The company gave Wendy a full refund and apology.",2
872,"Story: Jackson had always avoided drinking anything alcoholic.He knew that alcohol was unhealthy and could impair judgement.However, one day Jackson's boss invited him to a bar for a beer.Jackson found that he loved the taste of beer.
Choose a right ending of the Story: 1) He decided to have two. 2) E spit out his beer.",1
873,"Story: A frog was hungry for a late dinner.He looked across the pond and spied a fly.The frog swam up to the fly quietly.Unfortunately, the fly saw him coming and buzzed away.
Choose a right ending of the Story: 1) The frog had never had such a full stomach in his entire life. 2) The frog was still hungry.",2
874,"Story: Oscar never made his bed.His mom always wanted him to.Finally he decided to start making his bed.His mom was proud.
Choose a right ending of the Story: 1) She gave him a dessert treat. 2) She yelled at him.",1
875,"Story: One day I was walking through the woods.From several yards away, I saw a red snake.I froze immediately.I began to slowly walk backwards.
Choose a right ending of the Story: 1) Then I ran towards the snake. 2) The snake bit me.",2
876,"Story: Matthew's mother was busy working on the computer.Matthew screamed.Matthew stomped.Matthew's mother relented and abandoned her work.
Choose a right ending of the Story: 1) Matthew's mother finished all of her work on the computer. 2) Matthew's mother put Matthew in his time-out corner.",2
877,"Story: I used to hunt often.This past time I went home, I hunted at night.I was quiet for a long time.Finally, I saw something moving in the dark.
Choose a right ending of the Story: 1) I ignored it and went home. 2) It was a deer that I was able to stalk and shoot successfully.",2
878,"Story: Jack and Chad climbed down the Grand Canyon Wall.Jack paused to take a picture, leaning to get a good shot angle.Jack accidentally sat on a cactus.Needles were now stuck in Jack's pants.
Choose a right ending of the Story: 1) It took 20 minutes to remove the needles and continue climbing. 2) Jack was able to climb without any discomfort.",1
879,"Story: Amy, Lynn and Kim walked to the store near Lynn's house.While there they saw Lynn's crush Jim.He was a bag boy at the store.They stopped and talked to him for awhile.
Choose a right ending of the Story: 1) Jim asked Lynn on a date. 2) Lynn told Jim the he is unattractive.",1
880,"Story: Riley was not very popular at school.She wore funny clothes.One day, her friend suggested they do makeovers.Riley agreed to make herself over.
Choose a right ending of the Story: 1) Riley looked much better and was well received. 2) Riley stopped being friends.",1
881,"Story: Aya wanted to be a model.She thought she had a chance since she was thin and pretty.So she entered her town's annual modeling contest.To her shock, she won the contest.
Choose a right ending of the Story: 1) Aya was very happy about the outcome of the contest. 2) Aya was very upset about the outcome of the contest.",1
882,"Story: Jared was grounded for a week.He never cleaned his room.His parents told him he would get days off for dusting.He went around dusting the entire house.
Choose a right ending of the Story: 1) His parents gave him three days off. 2) His parents threw him out of the house.",1
883,"Story: Anna was walking to school one morning.She entered the crosswalk on the main road.A car suddenly flew into it and struck her.Anna was crushed and her leg was broken.
Choose a right ending of the Story: 1) Anna sued them but got nothing because they had no insurance. 2) Anna went to the club and danced all night long.",1
884,"Story: Ron and Kim wanted a new house.Ron decided to work overtime at work as much as he could.In a few Years he had saved all his overtime pay and had lots of cash.He and Kim started shopping for a new, bigger home.
Choose a right ending of the Story: 1) They purchased a nice home in a new neighborhood. 2) They both purchased sportscars with the money.",1
885,"Story: I wrote an ebook that needed a cover.I made several book covers in Photoshop.I shared my creations with several people.I asked people to vote for Cover A or Cover B.
Choose a right ending of the Story: 1) I have no computer. 2) Most people liked Cover A.",2
886,"Story: We bought a new cat post last week.The old one was very worn.Our cat is very picky.It the post is not made of sisal she will reject it.
Choose a right ending of the Story: 1) The cat accepted the new post made of sisal. 2) The cat rejected the new post made of sisal.",1
887,"Story: Daniel wanted to establish himself as a writer.Daniel made a website where he could post article he wrote.The website slowly built and gained attention.The building and gaining was too slow for Daniel to succeed.
Choose a right ending of the Story: 1) Daniel hated writing. 2) Daniel had to get an actual job.",2
888,"Story: Jeff had the basketball in his hand.Gary was waving his hands in the air since he was open for a shot.Jeff ignored him and ran towards the hoop.Two guards were approaching him.
Choose a right ending of the Story: 1) The guards stole the ball from Jeff. 2) Gary thanked me for my thoughtfulness.",1
889,"Story: Daddy took us to the woods to camp.He taught us how to build a fire with sticks.He helped us learn how to make our own tents.We fell asleep counting the stars in the sky.
Choose a right ending of the Story: 1) We will never camp again. 2) We had a wonderful time camping.",2
890,"Story: During the end of the week, I went to the local market.Since several items were for sale, I've looked at them.Some were vegetables and juice containers for a 50% discount.I took several of the items and went to the checkout.
Choose a right ending of the Story: 1) I liked getting a good deal. 2) I decided to throw my bowling ball on the counter.",1
891,"Story: Joey worked for a great company but her hours were cut.The company said they had to let her go and laid her off.Joey began looking for another job right away.She had a hard time finding work but gave job searching her all.
Choose a right ending of the Story: 1) Joey finally received a call from an employer and got the job. 2) Joey spent her days playing video games.",1
892,"Story: Joe lived a lonely life.He never had anything to do but watch tv.One day he decided to meet people on craigslist.He was able to make new friends.
Choose a right ending of the Story: 1) Joe ordered some new cable channels, but was still unhappy. 2) He was much happier now that he some companions in his life.",2
893,"Story: Nya tried to eat healthy and watch her weight.But one night she was craving comfort food.She decided to order some fried chicken and mashed potatoes.She ate the greasy, fatty food with relish.
Choose a right ending of the Story: 1) Nya decided to eat the same thing everyday. 2) Nya later regret eating unhealthy food.",2
894,"Story: It is usually calm and warm in the morning, in Florida.Yesterday morning it was very windy, though.The palm tree fronds were blowing so hard they scraped the windows.I turned on the TV and a tornado warning came on!
Choose a right ending of the Story: 1) A tornado came within 2 blocks of the house! 2) So I went outside to play.",1
895,"Story: I've been on an art kick lately.I received a drawing instruction book for Christmas.The book has a shopping list of necessary drawing supplies.I went to the store the other day and bought what I needed.
Choose a right ending of the Story: 1) I decided I didn't like drawing. 2) I went home and practiced drawing.",2
896,"Story: Lisa began to realize that she did not enjoy studying business.She wanted to study art but was worried about making money.Finally, one day she had the courage to drop out of school.Her friends and family told her it was crazy to leave school.
Choose a right ending of the Story: 1) Lisa still felt confident that her choice would make her happy. 2) Lisa got a degree in business.",1
897,"Story: Mary wanted to go to a late movie.Unfortunately she had school and strict parents.She waited until everyone fell asleep and sneaked out.She saw the movie with friends and had a great time.
Choose a right ending of the Story: 1) When her parents caught her she was grounded. 2) Mary's friends were very disappointed in her.",1
898,"Story: Ivy had been asked on an unconventional date.Her crush Peter had asked her to go hiking!Ivy agreed.They went to the woods and hiked for hours.
Choose a right ending of the Story: 1) Afterwards they watched the sunset from a cliff. 2) Ivy returned home, and never spoke to Peter again.",1
899,"Story: A man went to design the tallest tower in the world.He drew plans to make it twice as high as the current tallest.He took the plans to a developer to build.The developer asked him how tall to build the tower.
Choose a right ending of the Story: 1) The Man was not a building designer. 2) The man built the tower and it was grand.",2
900,"Story: Lauren and her sisters are visiting Jacksonville Florida this week.On the last day of their trip they want a picture together.Lauren and her sisters pose in front of a cute cafe.She has the picture developed and sends each sister a copy.
Choose a right ending of the Story: 1) She gawked at how much her and her sister look alike. 2) She tore the picture up and threw it away.",1
901,"Story: Liz was babysitting a 5 year old boy.He wanted to play hide and seek.She found him a few times but then he disappeared.She was getting frantic as she searched the house for him.
Choose a right ending of the Story: 1) Liz got bored of the game and took a nap. 2) When she heard him giggling from a closet, Liz was relieved.",2
902,"Story: Mark was running late to work.He tried to get their on time by driving over the speed limit.A traffic cop pulled him over.He was given a speeding ticket.
Choose a right ending of the Story: 1) Mark ended up being late for work. 2) Mark was early for work.",1
903,"Story: Amy always wanted to play the flute.The first day of band she told the teacher so.She practiced on her flute everyday for a week.It was terribly hard to play the flute.
Choose a right ending of the Story: 1) Amy was very committed. 2) Amy showed little interest in the flute.",1
904,"Story: Emily took her child to the zoo.The saw many animals, including lions.Her child was very afraid of the lions.He started to scream and cry.
Choose a right ending of the Story: 1) Emily's child walked closer to the lions. 2) Emily picked up her child to comfort him.",2
905,"Story: Kim could have a puppy if she scored a basket in the game.She practiced all day at home.She practiced in the gym after school with her team.Finally it was the day of the big game.
Choose a right ending of the Story: 1) Kim scored a basket and got a puppy. 2) Kim was upset when her family got a puppy.",1
906,"Story: Kayla hadn't been to a social event in nearly three Year's.She was suffering from crippling anxiety.The longer she went without interacting, the more difficult it became.Her brother was nervous for her and took her to a therapist.
Choose a right ending of the Story: 1) Kayla thought it was the best date she'd ever had. 2) Kayla told the therapist she was suicidal and asked for help.",2
907,"Story: Ricky fell while hiking in the woods.He was terrified!He thought he had fallen into a patch of poison ivy.Then he used his nature guide to identify the plant.
Choose a right ending of the Story: 1) He was relieved to find out he was wrong. 2) Ricky was soaking wet from falling in the pond.",1
908,"Story: My husband loves Blue Belle ice cream.Not too long ago, Blue Belle had a recall and quit producing.My son works at Kroger, they recently had a meeting about Blue Belle.Blue Belle ice cream arrived at Kroger last week.
Choose a right ending of the Story: 1) My husband is so grateful! 2) My husband is so disappointed!",1
909,"Story: Ralph hates shopping.His mom makes him go.They are there for a long time.Ralph helps his mom load and unload the groceries.
Choose a right ending of the Story: 1) Ralph's mom punishes him for refusing to help. 2) He is surprised when his mom gives him money for helping.",2
910,"Story: Kayla borrowed a book from her sister.She brought the book with her to a coffee shop to read.Kayla accidentally spilled some of her vanilla latte on the book.She immediately went home to inform her sister.
Choose a right ending of the Story: 1) Kayla was an only child. 2) Her sister was mad!",2
911,"Story: Laura told a story of burning bras in the 60's.The crowd went wild after learning this personal information.Laura assured the crowd that was long ago.She put her bid in for President.
Choose a right ending of the Story: 1) Laura was then impeached by the country. 2) Laura then became elected by the country.",2
912,"Story: Charlie wanted to be a police officer in Hawaii.He passed his tests and was hired in Honolulu.Charlie liked interacting with the community.Charlie didn't like the amount of corruption in the force.
Choose a right ending of the Story: 1) Charlie started taking bribes. 2) Charlie vowed to change things if he was ever made chief.",2
913,"Story: Sean's roommates notice that his clothes and bed start to smell.They tell him he needs to clean his laundry pretty soon.Sean protests at first, but finally he cleans his laundry.His roommates are grateful that Sean no longer smells as bad.
Choose a right ending of the Story: 1) Sean's roommates got very angry that he wasn't listening. 2) They tell him to never wait so long to do laundry again.",2
914,"Story: My friend wants to be a doctor, so she took the MCAT.The first time she took it, she did not get a good enough score.She studied very hard and took it again.This time, she did very well!
Choose a right ending of the Story: 1) She never discussed it again, and didn't become a doctor. 2) We took her out to drinks to celebrate.",2
915,"Story: Kelly went down to the ocean to relax.She immediately went and put her feet in.As she put her feet in however, the wave captured her.Her clothes got soaked.
Choose a right ending of the Story: 1) Kelly went home to change into dry clothes. 2) Kelly was very happy to have soaking wet clothes.",1
916,"Story: Ben was excited to go fishing with his grandfather for the first time.However, he found putting the worms on the hook to be disgusting.He accidentally pricked his finger with one of the hooks, too.Ben soon realized that fishing was not for him.
Choose a right ending of the Story: 1) Ben asked his grandfather when they could go fishing next. 2) Ben asked his grandfather if they could watch a movie instead.",2
917,"Story: Amelia was getting ready for a date at a nice Italian restaurant.Amelia's friend had set her up on a blind date a week prior.She got to the restaurant early and waited for her date.Thirty minutes had passed and her date did not show up.
Choose a right ending of the Story: 1) Amelia went back home. 2) Amelia was very happy.",1
918,"Story: The mom really wanted to get the boy's picture with Santa.The boy was scared and refused.The mom told the boy that Santa was responsible for bringing presents.This changed the boy's mind.
Choose a right ending of the Story: 1) The boy hoped to get lots of presents from Santa! 2) The boy left without getting his picture taken.",1
919,"Story: Stewart tried to finish his favorite task before going to bed.He got so engrossed in it, he forgot to keep the fire going.Shivering, he pulled a bunch of blankets around himself.He became very warm and content.
Choose a right ending of the Story: 1) When he woke up it was freezing. 2) Stewart was glad that he remembered to keep the fire going.",1
920,"Story: Anthony wanted to learn how to speak Spanish.He found an online Spanish course, and he enrolled.Anthony studied hard, and eventually he learned the language.Anthony speaks Spanish fluently now.
Choose a right ending of the Story: 1) Anthony became successful because of his linguistic abilities. 2) Anthony could not get the language down properly.",1
921,"Story: Amy went to the grocery store after work.She had a short list of items to buy.The store was out of half the items.Amy had to go to a second grocery store.
Choose a right ending of the Story: 1) She bought two skirts and a blouse. 2) After that she was able to go home and cook a good meal.",2
922,"Story: Joanie got ready to blow dry her hair for a date.She was upset to find her blow dryer missing.Then, Joanie heard a familiar sound coming from outside.She saw her brother using the blow dryer.
Choose a right ending of the Story: 1) Joanie was pleased with her brother. 2) Joanie ran outside to confront her brother.",2
923,"Story: Cornelia decides that she wants to rearrange her apartment.Her bed has stood next to the wall for many Year's.Cornelia moves her bed to sit next to the window.When her friends sees her new arrangement, they love it.
Choose a right ending of the Story: 1) Cornelia then moved her bed back to where it was. 2) Soon all her friends had arranged their beds the same way.",2
924,"Story: Tim loved his motorcycle.He rode it whenever he could.Up until last week when he wrecked.Now he almost never rides it.
Choose a right ending of the Story: 1) Tim feels safe when he rides his motorcycle. 2) Tim is scared to ride his motorcycle.",2
925,"Story: Wendy landed her first job as a nurse at a nursing home.She really loved her job and connected with the residents.She really enjoyed talking to a little old lady in particular.One day, the lady showed her pictures of her children.
Choose a right ending of the Story: 1) Wendy ran out of the room crying. 2) Wendy enjoyed seeing the photos.",2
926,"Story: Lester was proud that he had spent Years without a cell phone.He liked to think he was less dependent on technology than others.However, one day his car had a flat tire and he wished he had a phone.He did not want to have an experience like that again.
Choose a right ending of the Story: 1) Lester continued his life without a cell phone. 2) Lester went out and got the best cell phone he could afford.",2
927,"Story: Ben needed an oil change in his car.He knew they were quite expensive.Then he saw a coupon in the paper.Ben cut it out and took it to the garage.
Choose a right ending of the Story: 1) Ben was able to get his oil changed. 2) Ben sold his kidney for crack.",1
928,"Story: I woke up hungry.I poured a bowl of cereal but found I did not have any milk.After contemplating using water I decided to go to the store.I walked to the corner and got a half gallon of 2%.
Choose a right ending of the Story: 1) I came home and ate cereal. 2) I came home and ate pizza.",1
929,"Story: Anna had a saltwater fish tank.She only kept coral in it.Then she decided she wanted some fish, too.She bought a few small clownfish and triggers.
Choose a right ending of the Story: 1) Anna soon returned the fish to the store. 2) Now Anna has a diverse tank with fish and coral.",2
930,"Story: Holly was a beautiful black cat that Lee loved very much.Saddly, Holy got very sick and Lee had to put her to sleep.Lee was very sad missing Holly everyday.One day soon after a little black kitten showed up at Lee's back door.
Choose a right ending of the Story: 1) Lee decided to adopt a puppy. 2) Lee decided to adopt the kitten.",2
931,"Story: Bob needed a new pair of socks.He went to the local department store to buy them.The store was having a big sale.He found himself buying lots of great stuff.
Choose a right ending of the Story: 1) Bob really enjoyed his shopping trip. 2) Bob returned everything the next day.",1
932,"Story: Young Reggie loved playing and watching american football.His favorite player was running back Jamal Lewis.He was at the Salt Lake Airport with his family and saw his hero.He went up to him saying that he will also play professional football.
Choose a right ending of the Story: 1) Jamal Lewis gave him personal advice and wished him the best. 2) Young Reggie told him to stay far away from him.",1
933,"Story: Ella found a tiny robin on the ground.She knew it must have fallen from its nest.She wrapped it carefully and made it a safe home.Then she fed it worms by hand.
Choose a right ending of the Story: 1) She liked taking care of the robin. 2) But she didn't want the robin anymore.",1
934,"Story: I made a resolution to quit my job.I wrote my letter of resignation.I quietly went to the office and turned it in.I quit my job.
Choose a right ending of the Story: 1) I'm now free to pursue a career that will make me happy. 2) I go back to work at my job tomorrow.",1
935,"Story: I put the black plastic rose in a vase with water.I left it atop my bookcase for a few weeks.Ten people asked me about it.They wanted to know why I had a watered, fake flower.
Choose a right ending of the Story: 1) Honestly, I didn't really know why either. 2) After a few weeks the flower died.",1
936,"Story: Ben decided to treat himself to a coffee.He paid for the coffee using his debit card.Later, the bank called him saying he over-drafted.They explained that he had to pay a thirty dollar charge.
Choose a right ending of the Story: 1) Ben was frustrated at the extra charge. 2) Ben was happy after getting the call from the bank.",1
937,"Story: Chris was on his second layover of the week.Pacing around the airport, he decided he would make use of this time.Installing an app on his phone, he began practicing his french.Another patron of the airport overheard him and offered him assistance
Choose a right ending of the Story: 1) The patron helped teach Chris how to speak basic French. 2) The patron didn't understand Chris because he only spoke Chinese.",1
938,"Story: When I was a kid, Google started for the first time.I remember asking my dad how to use the site.He showed me how to type and search anything I wanted.I became enthralled, and spent every day at my desk having fun.
Choose a right ending of the Story: 1) I learned a lot from Google. 2) I quickly become very angry at it.",1
939,"Story: Jeff was up for a promotion in which he would have to interview for.He went home and studied real hard, memorizing his answers.He prepped for many days until he felt prepared for the interview.He went in for his interview and passed with flying colors!
Choose a right ending of the Story: 1) He was pleased when he was given the promotion. 2) He realized he needed to quit his job.",1
940,"Story: Fred's boss called him into the office at the propane filling station.He told Fred that times were tough and he had to be laid off.Fred became very angry about this.He picked up his boss by the collar and threw him down.
Choose a right ending of the Story: 1) Fred's boss gave him a large hug. 2) Fred's coworker who saw him assault his boss called the police.",2
941,"Story: My sister in law is trying to save money.She is a recent widow living on a pension.She recently returned two of three cable boxes.I told her that antennas work well now that broadcasts are HD.
Choose a right ending of the Story: 1) She bought more cable boxes. 2) She was glad to hear that.",2
942,"Story: Victor has always prided himself on trying new foods.However, he has never eaten a pistachio.One day he buys a jar of pistachios to eat at home.He loves how they taste.
Choose a right ending of the Story: 1) Victor decides to start buying pistachios regularly. 2) Victor realizes he has left his sweatshirt at the gym.",1
943,"Story: It was a gorgeous day outside.Emily wanted to take advantage of the great weather.She decided to go to the park.Emily was disappointed when she found out her car wouldn't start.
Choose a right ending of the Story: 1) She asked her neighbor for a jump-start. 2) She drove her car to the mechanic to get it looked at.",1
944,"Story: Tom was tired of everyday life.So, he decided to move off the grid.His first week was ok, but soon he ran out of water.He suffered for two days and still couldn't find any.
Choose a right ending of the Story: 1) Eventually Tom went back on the grid. 2) Tom loved the idea of a fast.",1
945,"Story: Tim wanted to learn astronomy.He wanted to go into outer space.However he was to young to be an astronaut.This news made him sad.
Choose a right ending of the Story: 1) Tim worked hard in school to become one. 2) Tim hated mars.",1
946,"Story: Fred decided to buy some shares of Apple.The stock price was 90 dollars when he bought it.Luckily they had great earnings yesterday.The stock then went up to 100 dollars.
Choose a right ending of the Story: 1) Fred regretted his stock purchase. 2) Fred was very happy.",2
947,"Story: Jen was so confident in her preparations for the county spelling bee.She had spent the past month studying the dictionary every night.When the Bee started, Jen survived as others got knocked out.It all came down to the final two and Jen's opponent had messed up.
Choose a right ending of the Story: 1) Jen won the spelling bee! 2) Jen lost the spelling bee.",1
948,"Story: Kelly hasn't left her apartment in years.I went up to her place today to say hello.I could tell she was reluctant to let me in.We talked for a while about how she's doing.
Choose a right ending of the Story: 1) Kelly loves to have visitors. 2) Kelly is agoraphobic.",2
949,"Story: Emily was at the beach.The weather started out tranquil.Suddenly the wind began to pick up severely.Anna was caught in a scary sandstorm!
Choose a right ending of the Story: 1) She had a wonderful time on the beach. 2) She was fortunately able to get back to the beach house safely.",2
950,"Story: Andrew had never been in trouble for anything.His parents were out of town for the week.Andrew's friends came over and wanted to drink.So Andrew took out his parents secret stash of alcohol.
Choose a right ending of the Story: 1) Andrew wished his parents had alcohol. 2) They drank the alcohol and got drunk.",2
951,"Story: Ellen used to live in the country.She misses having days with the power out.One day an ice storm caused the power to go out in her city home.She got very cold.
Choose a right ending of the Story: 1) She was happy when the power came back on. 2) Ellen was perfectly comfortable.",1
952,"Story: Mike was sitting at his desk.But suddenly, he felt a strange itching sensation on his arm.He felt his legs become itchy too.And then his face.
Choose a right ending of the Story: 1) Mike had a stroke. 2) Mike started laughing hysterically.",1
953,"Story: The principal announced there would be a school dance that Friday.Mary became excited about the dance.She wanted Dan to ask her to the school dance.Dan saw Mary in the hallway and told her he needed to talk to her.
Choose a right ending of the Story: 1) He blamed her for stealing his bike. 2) She was happy he asked her to the dance.",2
954,"Story: A new Organic Avenue store opened up in NYC and I checked it out.I was super excited to try it because I never went before.As I walked in, they had amazing salads and juices to try.I tried a summer salad and coconut water.
Choose a right ending of the Story: 1) I decided never to go back to that restaurant. 2) This was my new favorite restaurant.",2
955,"Story: I joined a fantasy football league for the first time this year.I joined my buddy's group because they needed one more person.I've never played before in my life.I ended up winning first place!
Choose a right ending of the Story: 1) I was very excited. 2) I was very disappointed.",1
956,"Story: Helen got up for work early.It snowed the night before so she had to shovel her car out.It took her an hour to clear the snow.Heading back in the house to get ready, she heard a familiar sound.
Choose a right ending of the Story: 1) She had left the shower running. 2) Helen went down to the lake to rent a jet-ski.",1
